"SUBSTANCE";"CODE_NACE_REV2_ET_MENAGES";"MASSE";"ANNEE";"LIBELLE_NACE_ET_MENAGES";"LIBELLE_SUBSTANCE"
"NH3";"E37-E39";7106.98;2018;"Collecte et traitement des eaux usées, gestion des déchets, dépollution";"Ammoniac"
"NH3";"F";62.59;2018;"Construction";"Ammoniac"
"NH3";"G45";83.97;2018;"Commerce et réparation d'automobiles et de motocycles";"Ammoniac"
"NH3";"G46";60.02;2018;"Commerce de gros, à l'exception des automobiles et des motocycles";"Ammoniac"
"NH3";"G47";51.33;2018;"Commerce de détail, à l'exception des automobiles et des motocycles";"Ammoniac"
"NH3";"H49";186.39;2018;"Transports terrestres et transport par conduites";"Ammoniac"
"NH3";"H50";2.15;2018;"Transports par eau";"Ammoniac"
"NH3";"H51";1.51;2018;"Transports aériens";"Ammoniac"
"NH3";"H52";10.53;2018;"Entreposage et services auxiliaires des transports";"Ammoniac"
"NH3";"H53";8.18;2018;"Activités de poste et de courrier";"Ammoniac"
"NH3";"HH_HEAT";18853.51;2018;"Chauffage/refroidissement par les ménages";"Ammoniac"
"NH3";"HH_OTH";1041.93;2018;"Autres activités par les ménages";"Ammoniac"
"NH3";"HH_TRA";3394.95;2018;"Activités de transport des ménages";"Ammoniac"
"NH3";"I";87.89;2018;"Hébergement et restauration";"Ammoniac"
"NH3";"J58";3.09;2018;"Édition";"Ammoniac"
"NH3";"J59_J60";3.31;2018;"Activités cinématographique, vidéo, production de programmes de télévision, activités de programmation et de diffusion";"Ammoniac"
"NH3";"J61";5.82;2018;"Télécommunications";"Ammoniac"
"NH3";"J62_J63";11.9;2018;"Programmation, conseil en informatique et autres services d'information";"Ammoniac"
"NH3";"K64";20.12;2018;"Activités des services financiers, hors assurance et caisses de retraite";"Ammoniac"
"NH3";"K65";4.77;2018;"Assurance";"Ammoniac"
"NH3";"K66";5.05;2018;"Activités auxiliaires de services financiers et d'assurance";"Ammoniac"
"NH3";"L";12.33;2018;"Activités immobilières";"Ammoniac"
"NH3";"M69_M70";18.5;2018;"Activités juridiques et comptables; activités des sièges sociaux; conseil de gestion";"Ammoniac"
"NH3";"M71";14.4;2018;"Activités d'architecture et d'ingénierie; activités de contrôle et analyses techniques";"Ammoniac"
"NH3";"M72";10.6;2018;"Recherche-développement scientifique";"Ammoniac"
"NH3";"M73";4.58;2018;"Publicité et études de marché";"Ammoniac"
"NH3";"M74_M75";2.38;2018;"Autres activités spécialisées, scientifiques et techniques, activités vétérinaires";"Ammoniac"
"NH3";"N77";135.66;2018;"Activités de location et location-bail";"Ammoniac"
"NH3";"N78";15.9;2018;"Activités liées à l'emploi";"Ammoniac"
"NH3";"N79";1.16;2018;"Activités des agences de voyage, voyagistes, services de réservation et activités connexes";"Ammoniac"
"NH3";"N80-N82";27.86;2018;"Enquêtes et sécurité, activités administratives, services et aménagement paysager";"Ammoniac"
"NH3";"O";31.33;2018;"Administration publique";"Ammoniac"
"NH3";"P";58.66;2018;"Enseignement";"Ammoniac"
"NH3";"Q86";32.78;2018;"Activités pour la santé humaine";"Ammoniac"
"NH3";"Q87_Q88";61.17;2018;"Hébergement médico-social et social et action sociale sans hébergement";"Ammoniac"
"NH3";"R90-R92";4.36;2018;"Activités créatives, artistiques et de spectacle; bibliothèques, archives, musées et autres activités culturelles; organisation de jeux de hasard et d'argent";"Ammoniac"
"NH3";"R93";7.22;2018;"Activités sportives, récréatives et de loisirs";"Ammoniac"
"NH3";"S94";7.44;2018;"Activités des organisations associatives";"Ammoniac"
"NH3";"S95";2.66;2018;"Réparation d'ordinateurs et de biens personnels et domestiques";"Ammoniac"
"NH3";"S96";6.43;2018;"Autres services personnels";"Ammoniac"
"NH3";"T";0;2018;"Activités des ménages en tant qu'employeurs; activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre";"Ammoniac"
"NH3";"U";0;2018;"Activités extra-territoriales";"Ammoniac"
"NH3_SO2E";"A01";1077083.7;2018;"Culture et production animale, chasse et services annexes";"Ammoniac (équivalent SO2)"
"NH3_SO2E";"A02";3.4;2018;"Sylviculture et exploitation forestière";"Ammoniac (équivalent SO2)"
"NH3_SO2E";"A03";11.58;2018;"Pêche et aquaculture";"Ammoniac (équivalent SO2)"
"NH3_SO2E";"B";36.68;2018;"Industries extractives";"Ammoniac (équivalent SO2)"
"NH3_SO2E";"C10-C12";1112.47;2018;"Industries alimentaires; fabrication de boissons et de produits à base de tabac";"Ammoniac (équivalent SO2)"
"NH3_SO2E";"C13-C15";4.32;2018;"Fabrication de textiles, industrie de l'habillement, du cuir et de la chaussure";"Ammoniac (équivalent SO2)"
"NH3_SO2E";"C16";1687.13;2018;"Travail du bois et fabrication d'articles en bois et en liège, à l'exception des meubles; fabrication d'articles en vannerie et sparterie";"Ammoniac (équivalent SO2)"
"NH3_SO2E";"C17";150.42;2018;"Industrie du papier et du carton";"Ammoniac (équivalent SO2)"
"NH3_SO2E";"C18";4.16;2018;"Imprimerie et reproduction d'enregistrements";"Ammoniac (équivalent SO2)"
"NH3_SO2E";"C19";43.15;2018;"Cokéfaction et raffinage";"Ammoniac (équivalent SO2)"
"NH3_SO2E";"C20";7753.37;2018;"Industrie chimique";"Ammoniac (équivalent SO2)"
"NH3_SO2E";"C21";27.65;2018;"Industrie pharmaceutique";"Ammoniac (équivalent SO2)"
"NH3_SO2E";"C22";57.57;2018;"Fabrication de produits en caoutchouc et en plastique";"Ammoniac (équivalent SO2)"
"NH3_SO2E";"C23";2592.24;2018;"Fabrication d'autres produits minéraux non métalliques";"Ammoniac (équivalent SO2)"
"NH3_SO2E";"C24";30.27;2018;"Métallurgie";"Ammoniac (équivalent SO2)"
"NH3_SO2E";"C25";16.89;2018;"Fabrication de produits métalliques, à l'exception des machines et des équipements";"Ammoniac (équivalent SO2)"
"NH3_SO2E";"C26";5.98;2018;"Fabrication de produits informatiques, électroniques et optiques";"Ammoniac (équivalent SO2)"
"NH3_SO2E";"C27";6.5;2018;"Fabrication d'équipements électriques";"Ammoniac (équivalent SO2)"
"NH3_SO2E";"C28";13.36;2018;"Fabrication de machines et équipements n.c.a.";"Ammoniac (équivalent SO2)"
"NH3_SO2E";"C29";18.41;2018;"Industrie automobile";"Ammoniac (équivalent SO2)"
"NH3_SO2E";"C30";11.68;2018;"Fabrication d'autres matériels de transport";"Ammoniac (équivalent SO2)"
"NH3_SO2E";"C31_C32";36.85;2018;"Fabrication de meubles; autres industries manufacturières";"Ammoniac (équivalent SO2)"
"NH3_SO2E";"C33";11.67;2018;"Réparation et installation de machines et d'équipements";"Ammoniac (équivalent SO2)"
"NH3_SO2E";"D";1529.89;2018;"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné";"Ammoniac (équivalent SO2)"
"NH3_SO2E";"E36";2.25;2018;"Captage, traitement et distribution d'eau";"Ammoniac (équivalent SO2)"
"NH3_SO2E";"E37-E39";13503.27;2018;"Collecte et traitement des eaux usées, gestion des déchets, dépollution";"Ammoniac (équivalent SO2)"
"NH3_SO2E";"F";118.91;2018;"Construction";"Ammoniac (équivalent SO2)"
"NH3_SO2E";"G45";159.54;2018;"Commerce et réparation d'automobiles et de motocycles";"Ammoniac (équivalent SO2)"
"NH3_SO2E";"G46";114.03;2018;"Commerce de gros, à l'exception des automobiles et des motocycles";"Ammoniac (équivalent SO2)"
"NH3_SO2E";"G47";97.53;2018;"Commerce de détail, à l'exception des automobiles et des motocycles";"Ammoniac (équivalent SO2)"
"NH3_SO2E";"H49";354.14;2018;"Transports terrestres et transport par conduites";"Ammoniac (équivalent SO2)"
"NH3_SO2E";"H50";4.08;2018;"Transports par eau";"Ammoniac (équivalent SO2)"
"NH3_SO2E";"H51";2.86;2018;"Transports aériens";"Ammoniac (équivalent SO2)"
"NH3_SO2E";"H52";20.01;2018;"Entreposage et services auxiliaires des transports";"Ammoniac (équivalent SO2)"
"NH3_SO2E";"H53";15.54;2018;"Activités de poste et de courrier";"Ammoniac (équivalent SO2)"
"NH3_SO2E";"HH_HEAT";35821.67;2018;"Chauffage/refroidissement par les ménages";"Ammoniac (équivalent SO2)"
"NH3_SO2E";"HH_OTH";1979.67;2018;"Autres activités par les ménages";"Ammoniac (équivalent SO2)"
"NH3_SO2E";"HH_TRA";6450.4;2018;"Activités de transport des ménages";"Ammoniac (équivalent SO2)"
"NH3_SO2E";"I";166.98;2018;"Hébergement et restauration";"Ammoniac (équivalent SO2)"
"NH3_SO2E";"J58";5.88;2018;"Édition";"Ammoniac (équivalent SO2)"
"NH3_SO2E";"J59_J60";6.29;2018;"Activités cinématographique, vidéo, production de programmes de télévision, activités de programmation et de diffusion";"Ammoniac (équivalent SO2)"
"NH3_SO2E";"J61";11.06;2018;"Télécommunications";"Ammoniac (équivalent SO2)"
"NH3_SO2E";"J62_J63";22.61;2018;"Programmation, conseil en informatique et autres services d'information";"Ammoniac (équivalent SO2)"
"NH3_SO2E";"K64";38.22;2018;"Activités des services financiers, hors assurance et caisses de retraite";"Ammoniac (équivalent SO2)"
"NH3_SO2E";"K65";9.07;2018;"Assurance";"Ammoniac (équivalent SO2)"
"NH3_SO2E";"K66";9.6;2018;"Activités auxiliaires de services financiers et d'assurance";"Ammoniac (équivalent SO2)"
"NH3_SO2E";"L";23.42;2018;"Activités immobilières";"Ammoniac (équivalent SO2)"
"NH3_SO2E";"M69_M70";35.16;2018;"Activités juridiques et comptables; activités des sièges sociaux; conseil de gestion";"Ammoniac (équivalent SO2)"
"NH3_SO2E";"M71";27.36;2018;"Activités d'architecture et d'ingénierie; activités de contrôle et analyses techniques";"Ammoniac (équivalent SO2)"
"NH3_SO2E";"M72";20.15;2018;"Recherche-développement scientifique";"Ammoniac (équivalent SO2)"
"NH3_SO2E";"M73";8.7;2018;"Publicité et études de marché";"Ammoniac (équivalent SO2)"
"NH3_SO2E";"M74_M75";4.53;2018;"Autres activités spécialisées, scientifiques et techniques, activités vétérinaires";"Ammoniac (équivalent SO2)"
"NH3_SO2E";"N77";257.76;2018;"Activités de location et location-bail";"Ammoniac (équivalent SO2)"
"NH3_SO2E";"N78";30.22;2018;"Activités liées à l'emploi";"Ammoniac (équivalent SO2)"
"NH3_SO2E";"N79";2.21;2018;"Activités des agences de voyage, voyagistes, services de réservation et activités connexes";"Ammoniac (équivalent SO2)"
"NH3_SO2E";"N80-N82";52.93;2018;"Enquêtes et sécurité, activités administratives, services et aménagement paysager";"Ammoniac (équivalent SO2)"
"NH3_SO2E";"O";59.52;2018;"Administration publique";"Ammoniac (équivalent SO2)"
"NH3_SO2E";"P";111.45;2018;"Enseignement";"Ammoniac (équivalent SO2)"
"NH3_SO2E";"Q86";62.28;2018;"Activités pour la santé humaine";"Ammoniac (équivalent SO2)"
"NH3_SO2E";"Q87_Q88";116.22;2018;"Hébergement médico-social et social et action sociale sans hébergement";"Ammoniac (équivalent SO2)"
"NH3_SO2E";"R90-R92";8.28;2018;"Activités créatives, artistiques et de spectacle; bibliothèques, archives, musées et autres activités culturelles; organisation de jeux de hasard et d'argent";"Ammoniac (équivalent SO2)"
"NH3_SO2E";"R93";13.72;2018;"Activités sportives, récréatives et de loisirs";"Ammoniac (équivalent SO2)"
"NH3_SO2E";"S94";14.13;2018;"Activités des organisations associatives";"Ammoniac (équivalent SO2)"
"NH3_SO2E";"S95";5.05;2018;"Réparation d'ordinateurs et de biens personnels et domestiques";"Ammoniac (équivalent SO2)"
"NH3_SO2E";"S96";12.21;2018;"Autres services personnels";"Ammoniac (équivalent SO2)"
"NH3_SO2E";"T";0;2018;"Activités des ménages en tant qu'employeurs; activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre";"Ammoniac (équivalent SO2)"
"NH3_SO2E";"U";0;2018;"Activités extra-territoriales";"Ammoniac (équivalent SO2)"
"NMVOC";"A01";408822.07;2018;"Culture et production animale, chasse et services annexes";"Composés organiques volatils autres que le méthane"
"NMVOC";"A02";2519.94;2018;"Sylviculture et exploitation forestière";"Composés organiques volatils autres que le méthane"
"NMVOC";"A03";2465.56;2018;"Pêche et aquaculture";"Composés organiques volatils autres que le méthane"
"NMVOC";"B";1834.19;2018;"Industries extractives";"Composés organiques volatils autres que le méthane"
"NMVOC";"C10-C12";44273.11;2018;"Industries alimentaires; fabrication de boissons et de produits à base de tabac";"Composés organiques volatils autres que le méthane"
"NMVOC";"C13-C15";423.81;2018;"Fabrication de textiles, industrie de l'habillement, du cuir et de la chaussure";"Composés organiques volatils autres que le méthane"
"NMVOC";"C16";3277.04;2018;"Travail du bois et fabrication d'articles en bois et en liège, à l'exception des meubles; fabrication d'articles en vannerie et sparterie";"Composés organiques volatils autres que le méthane"
"NMVOC";"C17";7833.83;2018;"Industrie du papier et du carton";"Composés organiques volatils autres que le méthane"
"NMVOC";"C18";6606.23;2018;"Imprimerie et reproduction d'enregistrements";"Composés organiques volatils autres que le méthane"
"NMVOC";"C19";5791.53;2018;"Cokéfaction et raffinage";"Composés organiques volatils autres que le méthane"
"NMVOC";"C20";24942.43;2018;"Industrie chimique";"Composés organiques volatils autres que le méthane"
"NMVOC";"C21";5075.87;2018;"Industrie pharmaceutique";"Composés organiques volatils autres que le méthane"
"NMVOC";"C22";23370.57;2018;"Fabrication de produits en caoutchouc et en plastique";"Composés organiques volatils autres que le méthane"
"NMVOC";"C23";5183.46;2018;"Fabrication d'autres produits minéraux non métalliques";"Composés organiques volatils autres que le méthane"
"NMVOC";"C24";4125.62;2018;"Métallurgie";"Composés organiques volatils autres que le méthane"
"NMVOC";"C25";16446.43;2018;"Fabrication de produits métalliques, à l'exception des machines et des équipements";"Composés organiques volatils autres que le méthane"
"NMVOC";"C26";51.61;2018;"Fabrication de produits informatiques, électroniques et optiques";"Composés organiques volatils autres que le méthane"
"NMVOC";"C27";281.87;2018;"Fabrication d'équipements électriques";"Composés organiques volatils autres que le méthane"
"NMVOC";"C28";1879.2;2018;"Fabrication de machines et équipements n.c.a.";"Composés organiques volatils autres que le méthane"
"NMVOC";"C29";13128.12;2018;"Industrie automobile";"Composés organiques volatils autres que le méthane"
"NMVOC";"C30";5029.75;2018;"Fabrication d'autres matériels de transport";"Composés organiques volatils autres que le méthane"
"NMVOC";"C31_C32";3482.32;2018;"Fabrication de meubles; autres industries manufacturières";"Composés organiques volatils autres que le méthane"
"NMVOC";"C33";372.44;2018;"Réparation et installation de machines et d'équipements";"Composés organiques volatils autres que le méthane"
"NMVOC";"D";3232.91;2018;"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné";"Composés organiques volatils autres que le méthane"
"NMVOC";"E36";15.42;2018;"Captage, traitement et distribution d'eau";"Composés organiques volatils autres que le méthane"
"NMVOC";"E37-E39";5263.24;2018;"Collecte et traitement des eaux usées, gestion des déchets, dépollution";"Composés organiques volatils autres que le méthane"
"NMVOC";"F";56296.6;2018;"Construction";"Composés organiques volatils autres que le méthane"
"NMVOC";"G45";3237.73;2018;"Commerce et réparation d'automobiles et de motocycles";"Composés organiques volatils autres que le méthane"
"NMVOC";"G46";585.34;2018;"Commerce de gros, à l'exception des automobiles et des motocycles";"Composés organiques volatils autres que le méthane"
"NMVOC";"G47";4063.57;2018;"Commerce de détail, à l'exception des automobiles et des motocycles";"Composés organiques volatils autres que le méthane"
"NMVOC";"H49";6484.86;2018;"Transports terrestres et transport par conduites";"Composés organiques volatils autres que le méthane"
"NMVOC";"H50";10741.43;2018;"Transports par eau";"Composés organiques volatils autres que le méthane"
"NMVOC";"H51";2772.75;2018;"Transports aériens";"Composés organiques volatils autres que le méthane"
"NMVOC";"H52";8047.32;2018;"Entreposage et services auxiliaires des transports";"Composés organiques volatils autres que le méthane"
"NMVOC";"H53";83.67;2018;"Activités de poste et de courrier";"Composés organiques volatils autres que le méthane"
"NMVOC";"HH_HEAT";106280.21;2018;"Chauffage/refroidissement par les ménages";"Composés organiques volatils autres que le méthane"
"NMVOC";"HH_OTH";158653.41;2018;"Autres activités par les ménages";"Composés organiques volatils autres que le méthane"
"NMVOC";"HH_TRA";38507.99;2018;"Activités de transport des ménages";"Composés organiques volatils autres que le méthane"
"NMVOC";"I";1169.04;2018;"Hébergement et restauration";"Composés organiques volatils autres que le méthane"
"NMVOC";"J58";32.17;2018;"Édition";"Composés organiques volatils autres que le méthane"
"NMVOC";"J59_J60";21.12;2018;"Activités cinématographique, vidéo, production de programmes de télévision, activités de programmation et de diffusion";"Composés organiques volatils autres que le méthane"
"NMVOC";"J61";45.61;2018;"Télécommunications";"Composés organiques volatils autres que le méthane"
"NMVOC";"J62_J63";48.37;2018;"Programmation, conseil en informatique et autres services d'information";"Composés organiques volatils autres que le méthane"
"NMVOC";"K64";508.27;2018;"Activités des services financiers, hors assurance et caisses de retraite";"Composés organiques volatils autres que le méthane"
"NMVOC";"K65";18.18;2018;"Assurance";"Composés organiques volatils autres que le méthane"
"NMVOC";"K66";21.54;2018;"Activités auxiliaires de services financiers et d'assurance";"Composés organiques volatils autres que le méthane"
"NMVOC";"L";78.18;2018;"Activités immobilières";"Composés organiques volatils autres que le méthane"
"NMVOC";"M69_M70";91.16;2018;"Activités juridiques et comptables; activités des sièges sociaux; conseil de gestion";"Composés organiques volatils autres que le méthane"
"NMVOC";"M71";93.79;2018;"Activités d'architecture et d'ingénierie; activités de contrôle et analyses techniques";"Composés organiques volatils autres que le méthane"
"NMVOC";"M72";32.16;2018;"Recherche-développement scientifique";"Composés organiques volatils autres que le méthane"
