code_insee,commune,departement,feu_foret_present,statut,specifique
06058,Escragnolles,06,,erreur,Remote end closed connection without response
06062,Fontan,06,,erreur,Remote end closed connection without response
06061,Les Ferres,06,,erreur,Remote end closed connection without response
06063,Gars,06,,erreur,Remote end closed connection without response
06064,Gattières,06,,erreur,Remote end closed connection without response
06065,La Gaude,06,,erreur,Remote end closed connection without response
06066,Gilette,06,,erreur,Remote end closed connection without response
06052,Cuébris,06,True,Risque Existant,Votre commune est concernée par les obligations légales de débroussaillement
06068,Gourdon,06,,erreur,Remote end closed connection without response
06069,Grasse,06,,erreur,Remote end closed connection without response
06070,Gréolières,06,,erreur,Remote end closed connection without response
06042,Clans,06,True,Risque Existant,Votre commune est concernée par les obligations légales de débroussaillement
06072,Ilonse,06,,erreur,Remote end closed connection without response
06074,Lantosque,06,,erreur,Remote end closed connection without response
06071,Guillaumes,06,,erreur,Remote end closed connection without response
06075,Levens,06,,erreur,Remote end closed connection without response
06076,Lieuche,06,,erreur,Remote end closed connection without response
06077,Lucéram,06,,erreur,Remote end closed connection without response
06078,Malaussène,06,,erreur,Remote end closed connection without response
06028,Caille,06,True,Risque Existant,Votre commune est concernée par les obligations légales de débroussaillement
06079,Mandelieu-la-Napoule,06,,erreur,Remote end closed connection without response
06082,Massoins,06,,erreur,Remote end closed connection without response
06081,Le Mas,06,,erreur,Remote end closed connection without response
06043,Coaraze,06,True,Risque Existant,Votre commune est concernée par les obligations légales de débroussaillement
06084,Mouans-Sartoux,06,,erreur,Remote end closed connection without response
06085,Mougins,06,,erreur,Remote end closed connection without response
06083,Menton,06,,erreur,Remote end closed connection without response
06053,Daluis,06,True,Risque Existant,Votre commune est concernée par les obligations légales de débroussaillement
06039,Châteauneuf-Villevieille,06,True,Risque Existant,Votre commune est concernée par les obligations légales de débroussaillement
06087,Les Mujouls,06,,erreur,Remote end closed connection without response
06088,Nice,06,,erreur,Remote end closed connection without response
06086,Moulinet,06,,erreur,Remote end closed connection without response
06090,Pégomas,06,,erreur,Remote end closed connection without response
06089,Opio,06,,erreur,Remote end closed connection without response
06091,Peille,06,,erreur,Remote end closed connection without response
06094,Péone,06,,erreur,Remote end closed connection without response
06092,Peillon,06,,erreur,Remote end closed connection without response
06093,La Penne,06,,erreur,Remote end closed connection without response
06096,Pierlas,06,,erreur,Remote end closed connection without response
06098,Puget-Rostang,06,,erreur,Remote end closed connection without response
06099,Puget-Théniers,06,,erreur,Remote end closed connection without response
06100,Revest-les-Roches,06,,erreur,Remote end closed connection without response
06101,Rigaud,06,,erreur,Remote end closed connection without response
06102,Rimplas,06,,erreur,Remote end closed connection without response
06104,Roquebrune-Cap-Martin,06,,erreur,Remote end closed connection without response
06103,Roquebillière,06,,erreur,Remote end closed connection without response
06067,Gorbio,06,True,Risque Existant,Votre commune est concernée par les obligations légales de débroussaillement
06107,La Roque-en-Provence,06,,erreur,Remote end closed connection without response
06106,Roquestéron,06,,erreur,Remote end closed connection without response
06108,La Roquette-sur-Siagne,06,,erreur,Remote end closed connection without response
06060,Falicon,06,True,Risque Existant,Votre commune est concernée par les obligations légales de débroussaillement
06110,Roubion,06,,erreur,Remote end closed connection without response
06109,La Roquette-sur-Var,06,,erreur,Remote end closed connection without response
05174,Val-des-Prés,05,,erreur,The read operation timed out
06111,Roure,06,,erreur,Remote end closed connection without response
06112,Le Rouret,06,,erreur,Remote end closed connection without response
06115,Saint-Antonin,06,,erreur,Remote end closed connection without response
06073,Isola,06,True,Risque Existant,Votre commune est concernée par les obligations légales de débroussaillement
06114,Saint-André-de-la-Roche,06,,erreur,Remote end closed connection without response
06113,Sainte-Agnès,06,,erreur,Remote end closed connection without response
06117,Saint-Blaise,06,,erreur,Remote end closed connection without response
06116,Saint-Auban,06,,erreur,Remote end closed connection without response
06118,Saint-Cézaire-sur-Siagne,06,,erreur,Remote end closed connection without response
06121,Saint-Jean-Cap-Ferrat,06,,erreur,Remote end closed connection without response
06119,Saint-Dalmas-le-Selvage,06,,erreur,Remote end closed connection without response
06120,Saint-Étienne-de-Tinée,06,,erreur,Remote end closed connection without response
06122,Saint-Jeannet,06,,erreur,Remote end closed connection without response
06123,Saint-Laurent-du-Var,06,,erreur,Remote end closed connection without response
06124,Saint-Léger,06,,erreur,Remote end closed connection without response
06125,Saint-Martin-d'Entraunes,06,,erreur,Remote end closed connection without response
06126,Saint-Martin-du-Var,06,,erreur,Remote end closed connection without response
06127,Saint-Martin-Vésubie,06,,erreur,Remote end closed connection without response
06130,Saint-Vallier-de-Thiey,06,,erreur,Remote end closed connection without response
06129,Saint-Sauveur-sur-Tinée,06,,erreur,Remote end closed connection without response
06128,Saint-Paul-de-Vence,06,,erreur,Remote end closed connection without response
06131,Sallagriffon,06,,erreur,Remote end closed connection without response
06132,Saorge,06,,erreur,Remote end closed connection without response
06135,Sigale,06,,erreur,Remote end closed connection without response
06134,Séranon,06,,erreur,Remote end closed connection without response
06136,Sospel,06,,erreur,Remote end closed connection without response
06137,Spéracèdes,06,,erreur,Remote end closed connection without response
06138,Théoule-sur-Mer,06,,erreur,Remote end closed connection without response
06141,Toudon,06,,erreur,Remote end closed connection without response
06139,Thiéry,06,,erreur,Remote end closed connection without response
06140,Le Tignet,06,,erreur,Remote end closed connection without response
06146,Tournefort,06,,erreur,Remote end closed connection without response
06142,Touët-de-l'Escarène,06,,erreur,Remote end closed connection without response
06145,Tourette-du-Château,06,,erreur,Remote end closed connection without response
06148,Tourrettes-sur-Loup,06,,erreur,Remote end closed connection without response
06149,La Trinité,06,,erreur,Remote end closed connection without response
06151,Utelle,06,,erreur,Remote end closed connection without response
06150,La Turbie,06,,erreur,Remote end closed connection without response
06105,Roquefort-les-Pins,06,True,Risque Existant,Votre commune est concernée par les obligations légales de débroussaillement
06153,Valdeblore,06,,erreur,Remote end closed connection without response
06152,Valbonne,06,,erreur,Remote end closed connection without response
06154,Valderoure,06,,erreur,Remote end closed connection without response
06095,Peymeinade,06,True,Risque Existant,Votre commune est concernée par les obligations légales de débroussaillement
06156,Venanson,06,,erreur,Remote end closed connection without response
06155,Vallauris,06,,erreur,Remote end closed connection without response
06158,Villars-sur-Var,06,,erreur,Remote end closed connection without response
06157,Vence,06,,erreur,Remote end closed connection without response
06159,Villefranche-sur-Mer,06,,erreur,Remote end closed connection without response
06160,Villeneuve-d'Entraunes,06,,erreur,Remote end closed connection without response
06162,La Brigue,06,,erreur,Remote end closed connection without response
06161,Villeneuve-Loubet,06,,erreur,Remote end closed connection without response
06163,Tende,06,,erreur,Remote end closed connection without response
07001,Accons,07,,erreur,Remote end closed connection without response
